Id,predicted
1,1359.767821
2,1359.767821
3,1359.767821
4,1359.767821
5,1359.767821
6,1359.767821
7,1359.767821
8,1359.767821
9,1304.793111
10,2426.87847
11,2426.87847
12,1359.767821
13,1304.793111
14,1304.793111
15,1359.767821
16,1359.767821
17,2426.87847
18,1359.767821
19,1359.767821
20,1359.767821
21,1304.793111
22,1359.767821
23,1304.793111
24,1359.767821
25,1359.767821
26,1359.767821
27,1359.767821
28,1359.767821
29,1359.767821
30,2316.929051
31,1359.767821
32,1359.767821
33,1359.767821
34,1359.767821
35,1359.767821
36,1304.793111
37,2426.87847
38,1359.767821
39,1304.793111
40,2371.90376
41,1359.767821
42,2371.90376
43,1304.793111
44,1304.793111
45,1359.767821
46,1359.767821
47,1304.793111
48,2426.87847
49,1359.767821
50,1359.767821
51,1359.767821
52,1304.793111
53,1359.767821
54,1304.793111
55,1359.767821
56,2371.90376
57,1359.767821
58,1359.767821
59,1304.793111
60,2316.929051
61,1304.793111
62,1359.767821
63,1359.767821
64,1359.767821
65,1359.767821
66,1359.767821
67,1359.767821
68,1359.767821
69,1359.767821
70,1359.767821
71,1359.767821
72,1304.793111
73,1304.793111
74,1304.793111
75,2426.87847
76,1359.767821
77,1359.767821
78,1359.767821
79,1359.767821
80,1359.767821
81,1359.767821
82,1304.793111
83,2316.929051
84,1359.767821
85,1359.767821
86,1304.793111
87,2426.87847
88,1359.767821
89,1359.767821
90,1359.767821
91,2371.90376
92,1359.767821
93,1359.767821
94,1359.767821
95,1359.767821
96,2371.90376
97,1359.767821
98,1359.767821
99,1359.767821
100,1359.767821
101,1359.767821
102,1359.767821
103,1359.767821
104,1359.767821
105,1359.767821
106,1359.767821
107,2426.87847
108,1359.767821
109,1359.767821
110,1304.793111
111,1359.767821
112,2426.87847
113,1359.767821
114,1359.767821
115,1359.767821
116,1304.793111
117,1359.767821
118,1304.793111
119,1359.767821
120,1359.767821
121,1304.793111
122,2316.929051
123,1304.793111
124,1359.767821
125,2371.90376
126,1359.767821
127,1359.767821
128,1304.793111
129,1359.767821
130,1304.793111
131,1359.767821
132,1359.767821
133,2426.87847
134,1304.793111
135,1359.767821
136,1359.767821
137,1359.767821
138,1359.767821
139,1304.793111
140,1359.767821
141,1359.767821
142,1359.767821
143,1359.767821
144,1359.767821
145,1359.767821
146,1359.767821
147,1304.793111
148,1359.767821
149,2371.90376
150,1359.767821
151,1304.793111
152,1359.767821
153,1359.767821
154,1359.767821
155,1359.767821
156,1304.793111
157,1304.793111
158,1359.767821
159,1359.767821
160,1304.793111
161,1359.767821
162,1359.767821
163,1359.767821
164,1359.767821
165,2426.87847
166,1359.767821
167,1304.793111
168,1359.767821
169,1359.767821
170,1359.767821
171,2371.90376
172,1359.767821
173,2426.87847
174,1359.767821
175,1359.767821
176,1359.767821
177,1359.767821
178,1304.793111
179,1359.767821
180,1359.767821
181,1359.767821
182,1359.767821
183,1359.767821
184,1359.767821
185,1359.767821
186,2371.90376
187,1359.767821
188,1359.767821
189,1359.767821
190,1304.793111
191,1359.767821
192,2371.90376
193,2371.90376
194,1359.767821
195,1359.767821
196,1359.767821
197,1359.767821
198,1359.767821
199,1304.793111
200,1359.767821
201,1359.767821
202,1359.767821
203,1414.74253
204,1304.793111
205,1304.793111
206,1359.767821
207,2316.929051
208,1414.74253
209,2371.90376
210,1304.793111
211,2371.90376
212,1359.767821
213,2426.87847
214,1304.793111
215,1359.767821
216,1359.767821
217,1359.767821
218,1304.793111
219,1304.793111
220,1359.767821
221,1304.793111
222,1359.767821
223,1359.767821
224,1359.767821
225,1304.793111
226,2371.90376
227,1304.793111
228,2371.90376
229,1304.793111
230,1359.767821
231,1304.793111
232,1359.767821
233,1359.767821
234,1304.793111
235,1359.767821
236,1359.767821
237,2426.87847
238,1359.767821
239,1304.793111
240,1304.793111
241,1359.767821
242,1359.767821
243,1359.767821
244,1359.767821
245,1359.767821
246,1414.74253
247,1359.767821
248,1359.767821
249,1359.767821
250,1359.767821
251,1359.767821
252,2371.90376
253,1359.767821
254,1359.767821
255,1359.767821
256,1304.793111
257,1359.767821
258,1359.767821
259,1359.767821
260,2371.90376
261,1359.767821
262,1304.793111
263,1359.767821
264,1359.767821
265,1304.793111
266,1304.793111
267,2371.90376
268,2426.87847
269,2316.929051
270,1304.793111
271,1304.793111
272,1304.793111
273,1304.793111
274,1359.767821
275,1359.767821
276,1304.793111
277,1359.767821
278,1359.767821
279,1359.767821
280,2316.929051
281,1359.767821
282,1359.767821
283,1304.793111
284,1359.767821
285,1359.767821
286,2371.90376
287,1359.767821
288,2316.929051
289,2316.929051
290,1304.793111
291,1304.793111
292,1359.767821
293,1304.793111
294,1359.767821
295,2371.90376
296,1304.793111
297,1359.767821
298,1359.767821
299,1359.767821
300,1359.767821
301,1359.767821
302,1304.793111
303,1304.793111
304,1359.767821
305,2316.929051
306,1359.767821
307,1359.767821
308,1304.793111
309,1304.793111
310,2426.87847
311,1359.767821
312,1359.767821
313,2426.87847
314,2316.929051
315,1359.767821
316,2426.87847
317,1359.767821
318,1359.767821
319,2426.87847
320,1359.767821
321,1304.793111
322,1359.767821
323,1359.767821
324,1359.767821
325,1359.767821
326,2426.87847
327,1304.793111
328,1359.767821
329,1304.793111
330,2316.929051
331,1359.767821
332,1304.793111
333,2316.929051
334,1359.767821
335,1304.793111
336,1359.767821
337,2371.90376
338,1414.74253
339,1304.793111
340,2371.90376
341,1359.767821
342,1359.767821
343,1359.767821
344,1359.767821
345,1359.767821
346,1359.767821
347,1359.767821
348,1359.767821
349,1359.767821
350,1359.767821
351,1414.74253
352,1359.767821
353,1359.767821
354,1359.767821
355,1359.767821
356,1359.767821
357,1359.767821
358,1359.767821
359,1359.767821
360,1359.767821
361,1359.767821
362,1304.793111
363,1304.793111
364,1359.767821
365,1359.767821
366,1359.767821
367,1359.767821
368,2426.87847
369,2426.87847
370,1359.767821
371,1304.793111
372,1304.793111
373,1359.767821
374,2371.90376
375,1359.767821
376,1304.793111
377,1359.767821
378,1359.767821
379,2371.90376
380,2371.90376
381,1359.767821
382,1359.767821
383,1359.767821
384,1359.767821
385,1359.767821
386,2426.87847
387,2426.87847
388,1304.793111
389,1359.767821
390,1359.767821
391,1359.767821
392,1359.767821
393,1359.767821
394,2316.929051
395,1359.767821
396,1304.793111
397,1359.767821
398,1414.74253
399,1359.767821
400,2426.87847
401,1414.74253
402,1359.767821
403,1359.767821
404,2426.87847
405,2426.87847
406,1359.767821
407,1359.767821
408,1359.767821
409,1359.767821
410,1359.767821
411,1359.767821
412,1359.767821
413,1359.767821
414,1304.793111
415,1359.767821
416,1304.793111
417,1304.793111
418,1359.767821
419,1359.767821
420,1359.767821
421,1304.793111
422,1359.767821
423,1304.793111
424,1359.767821
